NUM BEN,BENEFICIARIO,RFC,FACT-NUE-FO,CONTRATO,CONCEPTO,TIPO,# OP,FECHA,IMPORTE,SHEET,MES,FACT,NUM OP,FDO-#OP
116684,"INDUSTRIAS SOLA BASIC, S.A. DE C.V.",ISB840628IB2,GS108526-158003-13,SSP-189-2017,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS TRABAJOS DE MODERNIZACION DEL PARQUE LUMINARIO DE ALUMBRADO PUBLICO PERIODO DEL 21 DE DICIEMBRE DE 2020 AL 20 DE ENERO DE 2021 (CALIDAD DEL SERVICIO),TR,604000052.0,2021-01-29,3854000.0,GASTOS VARIOS,ENERO,,,
116684,"INDUSTRIAS SOLA BASIC, S.A. DE C.V.",ISB840628IB2,GS108537-158003-10,SSP-189-2017,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS TRABAJOS DE MODERNIZACION DEL PARQUE LUMINARIO DE ALUMBRADO PUBLICO PERIODO DEL 21 DE DICIEMBRE DE 2020 AL 20 DE ENERO DE 2021 (MODERNIZACION),TR,604000052.0,2021-01-29,9000000.0,GASTOS VARIOS,ENERO,,,
126020,INSTITUTO DE LA JUVENTUD REGIA,IJR070509Q24,A-78-153001-6,NO APLICA,MINISTRACION DEL MES DE ENERO DEL 2021 DEL INSTITUTO DE LA JUVENTUD REGIA,TR,1019209.0,2021-01-29,959000.0,GASTOS VARIOS,ENERO,,,
126224,"BANCO MULTIVA, SA. G.F.M.",BMI061005NY5,FS-1-2021-158004-1,NO APLICA,FONDO SAPS 1-2021,TR,1019196.0,2021-01-29,8537224.35,GASTOS VARIOS,ENERO,,,
126224,"BANCO MULTIVA, SA. G.F.M.",BMI061005NY5,FS-2-2021-158004-7,NO APLICA,FONDO SAPS 2-2021,TR,1019215.0,2021-01-29,8511494.86,GASTOS VARIOS,ENERO,,,
126287,INSTITUTO MUNICIPAL DE LAS MUJERES REGIAS,IMM100301HH1,A3129-153001-7,NO APLICA,MINISTRACION DEL MES DE ENERO DEL 2021 DEL INSTITUTO DE LAS MUJERES REGIAS,TR,1019210.0,2021-01-29,1250000.0,GASTOS VARIOS,ENERO,,,
126371,INSTITUTO MPAL.DE PLANEAC.URB.Y CONVIVENCIA DE MONTERREY NL.,IMP130214DJ0,147-153001-4,NO APLICA,MINISTRACION DEL MES DE ENERO DEL 2021 DEL INSTITUTO MUNICIPAL DE PLANEACIÓN URBANA Y CONVIVENCIA DE MONTERREY,TR,1019211.0,2021-01-29,916453.31,GASTOS VARIOS,ENERO,,,
126671,"BANCO BANCREA,S.A. ,FIDEICOMISO NUMERO BP417",BBA130722BR7,150-153001-5,NO APLICA,1A MINISTRACION CORRESPONDIENTE AL MES DE ENERO DEL 2021 AL FIDEICOMISO BP417 DENOMINADO FIDEICOMISO LA GRAN CIUDAD,TR,1019208.0,2021-01-29,3750000.0,GASTOS VARIOS,ENERO,,,
206661,"ASOCIACION NACIONAL PRO-SUPERACION PERSONAL, A.C.",ANP771216E40,33208-158002-5,DIF-046-2020,DONATIVO MES DE ENERO,TR,1019230.0,2021-01-29,8104.17,GASTOS VARIOS,ENERO,,,
206661,"ASOCIACION NACIONAL PRO-SUPERACION PERSONAL, A.C.",ANP771216E40,33257-158002-4,DIF-046-2020,APOR. DE 110 MANUALES DE SUP DE FORMACIÓN HUMANA AVANZADA Y 25 DE FORMACIÓN MORAL,TR,1019230.0,2021-01-29,20250.0,GASTOS VARIOS,ENERO,,,
206894,MUNICIPIO DE LA CIUDAD DE MONTERREY,MCM610101PT2,2021-1-A-158004-9,NO APLICA,"PAGO DE NÓMINA PERIODO: 1-2021, BANCO: BANCA AFIRME, S.A., TIPO DE PAGO: TRANSFERENCIA",TR,11000199.0,2021-01-30,25348924.68,GASTOS VARIOS,ENERO,,,
206894,MUNICIPIO DE LA CIUDAD DE MONTERREY,MCM610101PT2,2021-1-B-158004-10,NO APLICA,"PAGO DE NÓMINA PERIODO: 1-2021, BANCO: BANCO MERCANTIL DEL NORTE S.A., TIPO DE PAGO: TRANSFERENCIA",TR,231000106.0,2021-01-30,22685331.15,GASTOS VARIOS,ENERO,,,
206894,MUNICIPIO DE LA CIUDAD DE MONTERREY,MCM610101PT2,2021-1-C-158004-8,NO APLICA,"PAGO DE NÓMINA PERIODO: 1-2021, BANCO: BANCO MERCANTIL DEL NORTE S.A., TIPO DE PAGO: CHEQUE",TR,240000111.0,2021-01-30,11563298.56,GASTOS VARIOS,ENERO,,,
206894,MUNICIPIO DE LA CIUDAD DE MONTERREY,MCM610101PT2,2021-2-A-158004-12,NO APLICA,"PAGO DE NÓMINA PERIODO: 2-2021, BANCO: BANCA AFIRME, S.A., TIPO DE PAGO: TRANSFERENCIA",TR,11000200.0,2021-01-30,19263003.95,GASTOS VARIOS,ENERO,,,
206894,MUNICIPIO DE LA CIUDAD DE MONTERREY,MCM610101PT2,2021-2-A-158004-15,NO APLICA,"PAGO DE NÓMINA PERIODO: 2-2021-E1, BANCO: BANCA AFIRME, S.A., TIPO DE PAGO: TRANSFERENCIA",TR,11000201.0,2021-01-30,30507.41,GASTOS VARIOS,ENERO,,,
206894,MUNICIPIO DE LA CIUDAD DE MONTERREY,MCM610101PT2,2021-2-B-158004-13,NO APLICA,"PAGO DE NÓMINA PERIODO: 2-2021, BANCO: BANCO MERCANTIL DEL NORTE S.A., TIPO DE PAGO: TRANSFERENCIA",TR,231000107.0,2021-01-30,19102592.48,GASTOS VARIOS,ENERO,,,
206894,MUNICIPIO DE LA CIUDAD DE MONTERREY,MCM610101PT2,2021-2-B-158004-16,NO APLICA,"PAGO DE NÓMINA PERIODO: 2-2021-E1, BANCO: BANCO MERCANTIL DEL NORTE S.A., TIPO DE PAGO: TRANSFERENCIA",TR,231000108.0,2021-01-30,138051.27,GASTOS VARIOS,ENERO,,,
206894,MUNICIPIO DE LA CIUDAD DE MONTERREY,MCM610101PT2,2021-2-C-158004-11,NO APLICA,"PAGO DE NÓMINA PERIODO: 2-2021, BANCO: BANCO MERCANTIL DEL NORTE S.A., TIPO DE PAGO: CHEQUE",TR,240000112.0,2021-01-30,11355771.81,GASTOS VARIOS,ENERO,,,
206894,MUNICIPIO DE LA CIUDAD DE MONTERREY,MCM610101PT2,2021-2-C-158004-14,NO APLICA,"PAGO DE NÓMINA PERIODO: 2-2021-E1, BANCO: BANCO MERCANTIL DEL NORTE S.A., TIPO DE PAGO: CHEQUE",TR,240000113.0,2021-01-30,18625.07,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,19DD12F0-11-158003-37,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE ALUMBRADO PUBLICO (2-RPU-035201003448 Y 035200806393) DEL PERIODO: 28/SEPTIEMBRE/2020 AL 26/NOVIEMBRE/2020,TR,1019205.0,2021-01-29,5025.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,37909090012-158003-22,SERV-SRA-092-2020,CONSUMO DE ENERGIA ELECTRICA DE TRIBUNAL DE ARBITRAJE DEL PERIODO: 23/OCTUBRE/2020 AL 23/DICIEMBRE/2020,TR,1019193.0,2021-01-29,1442.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,61DD10E012-158003-48,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE ALUMBRADO PUBLICO (BENLESA ZONA NORTE) 1-RPU-999091002164 DEL PERIODO: 07/DICIEMBRE/2020 AL 06/ENERO/2021,TR,1019221.0,2021-01-29,1245466.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,61DD10E12-158003-40,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE ALUMBRADO PUBLICO CICLO 61 ZONA NORTE DEL PERIODO: 07/DICIEMBRE/2020 AL 06/ENERO/2021,TR,1019213.0,2021-01-29,1015430.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,61DD10E12-158003-41,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE DEPENDENCIAS MUNICIPALES CICLO 61  ZONA NORTE DEL PERIODO: 07/DICIEMBRE/2020 AL 06/ENERO/2021,TR,1019214.0,2021-01-29,367529.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,71DD10A012-158003-35,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE DEPENDENCIAS MUNICIPALES CICLO 71 (1-RPU-407200300885) DEL PERIODO: 18/NOVIEMBRE/2020 AL 18/DICIEMBRE/2020,TR,1019204.0,2021-01-29,3879.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,71DD10A012-158003-39,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE DEPENDENCIAS MUNICIPALES CFE NTE CICLO-61 (1-RPU-999940600101) DEL PERIODO: 14/DICIEMBRE/2020 AL 06/ENERO/2021,TR,1019212.0,2021-01-29,4839.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,71DD12A012-158003-8,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE ALUMBRADO PUBLICO (BENLESA ZONA PONIENTE) 1-RPU-376160502045 DEL PERIODO: 18/NOVIEMBRE/2020 AL 18/DICIEMBRE/2020,TR,1019191.0,2021-01-29,2573983.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,71DD12A12-158003-20,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE ALUMBRADO PUBLICO CICLO 71 SUC. SAN JERONIMO ZONA PTE DEL PERIODO: 18/NOVIEMBRE/2020 AL 18/DICIEMBRE/2020,TR,1019188.0,2021-01-29,262028.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,71DD12A12-158003-21,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE DEPENDENCIAS MUNICIPALES CICLO 71 SUC. SAN JERONIMO DEL PERIODO: 18/NOVIEMBRE/2020 AL 18/DICIEMBRE/2020,TR,1019187.0,2021-01-29,2782.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,71DD12B12-158003-16,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE ALUMBRADO PUBLICO CICLO 71 SUC. LINCOLN ZONA PTE DEL PERIODO: 18/NOVIEMBRE/2020 AL 18/DICIEMBRE/2020,TR,1019190.0,2021-01-29,585319.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,71DD12B12-158003-30,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE DEPENDENCIAS MUNICIPALES CICLO 71 SUC. LINCOLN  ZONA PTE DEL PERIODO: 18/NOVIEMBRE/2020 AL 18/DICIEMBRE/2020,TR,1019200.0,2021-01-29,271295.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,71DD12E12-158003-12,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE ALUMBRADO PUBLICO CICLO 71 SUC. LA SILLA ZONA PTE DEL PERIODO: 18/NOVIEMBRE/2020 AL 18/DICIEMBRE/2020,TR,1019192.0,2021-01-29,708266.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,71DD12E12-158003-14,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE DEPENDENCIAS MUNICIPALES CICLO 71 SUC. LA SILLA ZONA PTE DEL PERIODO: 18/NOVIEMBRE/2020 AL 18/DICIEMBRE/2020,TR,1019194.0,2021-01-29,167901.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,71DD12E12-158003-19,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE DEPENDENCIAS MUNICIPALES CICLO 71 SUC. LINCOLN NORTE DEL PERIODO: 18/NOVIEMBRE/2020 AL 18/DICIEMBRE/2020,TR,1019189.0,2021-01-29,90059.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,71DD12F12-158003-17,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE ALUMBRADO PUBLICO CICLO 71 SUC. LINCOLN NORTE DEL PERIODO: 18/NOVIEMBRE/2020 AL 18/DICIEMBRE/2020,TR,1019195.0,2021-01-29,811905.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,81DD10E012-158003-28,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE DEPENDENCIAS MUNICIPALES CICLO 81 Y 82  ZONA NTE DEL PERIODO: 30/NOVIEMBRE/2020 AL 31/DICIEMBRE/2020,TR,1019198.0,2021-01-29,621647.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,82DD12D012-158003-29,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE DEPENDENCIAS MUNICIPALES CICLO  82  ZONA PTE DEL PERIODO: 30/NOVIEMBRE/2020 AL 31/DICIEMBRE/2020,TR,1019199.0,2021-01-29,283540.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,83DD10E012-158003-31,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE DEPENDENCIAS MUNICIPALES CICLO 83  ZONA NTE DEL PERIODO: 30/NOVIEMBRE/2020 AL 31/DICIEMBRE/2020,TR,1019201.0,2021-01-29,102211.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,83DD10E012-158003-34,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE ALUMBRADO PUBLICO CICLO 83 ZONA NTE DEL PERIODO: 30/NOVIEMBRE/2020 AL 31/DICIEMBRE/2020,TR,1019206.0,2021-01-29,1044038.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,83DD12A12-158003-38,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE ALUMBRADO PUBLICO CICLO 83 ZONA PTE DEL PERIODO: 30/NOVIEMBRE/2020 AL 31/DICIEMBRE/2020,TR,1019207.0,2021-01-29,1197711.0,GASTOS VARIOS,ENERO,,,
210000,CFE SUMINISTRADOR DE SERVICIOS BASICOS,CSS160330CP7,83DD12F12-158003-33,NO APLICA,CONSUMO DE ENERGIA ELECTRICA DE DEPENDENCIAS MUNICIPALES CICLO 83  ZONA PTE DEL PERIODO: 30/NOVIEMBRE/2020 AL 31/DICIEMBRE/2020,TR,1019202.0,2021-01-29,20742.0,GASTOS VARIOS,ENERO,,,
210001,"NATURGY MEXICO, S.A. DE C.V.",GNM9712017P7,9406126-12-158003-24,NO APLICA,CONSUMO DE GAS NATURAL DE LAS DEPENDENCIAS MUNICIPALES DEL PERIODO : 12/OCTUBRE/2020 AL 23/NOVIEMBRE/2020,TR,1019203.0,2021-01-29,15106.0,GASTOS VARIOS,ENERO,,,
212000,"SERVICIOS DE AGUA Y DRENAJE DE MONTERREY, IPD.",SAD560528572,3002203-01-158003-44,SERV-SDE-027-2020,CONSUMO DE AYD DE LA DIRECCION DE LA SECRETARIA DE DESARROLLO ECONOMICO DEL PERIODO : 15/DICIEMBRE/2020 AL 15/ENERO/2021,TR,1019224.0,2021-01-29,3720.0,GASTOS VARIOS,ENERO,,,
212000,"SERVICIOS DE AGUA Y DRENAJE DE MONTERREY, IPD.",SAD560528572,3003692-12-158003-3,SERV-TES-225-2020,CONSUMO DE AYD DE LA DIRECCION DE PATRIMONIO DEL PERIODO : 13/NOVIEMBRE/2020 AL 15/DICIEMBRE/2020,CH,1104630.0,2021-01-29,577.0,GASTOS VARIOS,ENERO,,,
212000,"SERVICIOS DE AGUA Y DRENAJE DE MONTERREY, IPD.",SAD560528572,3004700-01-158003-42,SERV-SDH-554-2020,CONSUMO DE AYD DE LA DIRECCION DE ATENCION Y VINCULACION CIUDADANA DEL PERIODO : 15/DICIEMBRE/2020 AL 18/ENERO/2021,TR,1019222.0,2021-01-29,734.0,GASTOS VARIOS,ENERO,,,
212000,"SERVICIOS DE AGUA Y DRENAJE DE MONTERREY, IPD.",SAD560528572,3004700-12-158003-6,SERV-SDH-554-2020,CONSUMO DE AYD DE LA DIRECCION DE ATENCION Y VINCULACION CIUDADANA DEL PERIODO : 17/NOVIEMBRE/2020 AL 15/DICIEMBRE/2020,CH,1104632.0,2021-01-29,867.0,GASTOS VARIOS,ENERO,,,
212000,"SERVICIOS DE AGUA Y DRENAJE DE MONTERREY, IPD.",SAD560528572,3019045-12-158003-5,SERV-OEP-247-2020,CONSUMO DE AYD DE LA DIRECCION DE EVENTOS Y LOGISTICA DEL PERIODO : 12/NOVIEMBRE/2020 AL 11/DICIEMBRE/2020,CH,1104631.0,2021-01-29,3621.0,GASTOS VARIOS,ENERO,,,
212000,"SERVICIOS DE AGUA Y DRENAJE DE MONTERREY, IPD.",SAD560528572,4003072-01-158003-45,SERV-SIV-001-2019,CONSUMO DE AYD DE LA DIRECCION DE LA SECRETARIA DE INFRAESTRUCTURA VIAL DEL PERIODO : 07/DICIEMBRE/2020 AL 08/ENERO/2021,TR,1019223.0,2021-01-29,15973.0,GASTOS VARIOS,ENERO,,,
212000,"SERVICIOS DE AGUA Y DRENAJE DE MONTERREY, IPD.",SAD560528572,4005039-12-158003-7,SERV-SDH-547-2020,CONSUMO DE AYD DE LA DIRECCION DE ATENCION A GRUPOS PRIORITARIOS DEL PERIODO : 17/NOVIEMBRE/2020 AL 15/DICIEMBRE/2020,CH,1104633.0,2021-01-29,778.0,GASTOS VARIOS,ENERO,,,
214872,SADA SALINAS CRISTINA,SASC500101PT4,276/2016-153005-1,NO APLICA,"DEVOLUCIÓN, ACTUALIZACIÓN E INTERESES DE IMPUESTO PREDIAL, EMITIDO DENTRO DEL JUICIO CONTENCIOSO ADMINISTRATIVO 276/2016",CH,1104641.0,2021-01-29,50324.23,GASTOS VARIOS,ENERO,,,
214872,ARANDA VILLARREAL YESICA,AAVY820128K31,536/2017-153005-2,NO APLICA,"DEVOLUCIÓN, ACTUALIZACIÓN E INTERESES DE IMPUESTO PREDIAL, EMITIDO DENTRO DEL JUICIO CONTENCIOSO ADMINISTRATIVO 536/2017",CH,1104639.0,2021-01-29,36117.84,GASTOS VARIOS,ENERO,,,
214872,MARTINEZ GOMEZ CRISTIAN EDER,MAGC960728F83,JCA1268/2019-153004-8,NO APLICA,"DEVOLUCION Y PAGO DE MULTADS DE TRANSITO, SEGUN JUICIO CONTENCIOS ADMINISTRATIVO 1268/2019",CH,1104650.0,2021-01-29,17774.4,GASTOS VARIOS,ENERO,,,
214872,HUERTA PEYRANI ANTONIO SEALTIEL,HUPA830318JY8,JCA134/2018-153004-7,NO APLICA,"DEVOLUCION Y ACTUALIZACION DE PAGO DE MULTA DE TRANSITO, SEGUN JUICIO CONTENCIOSOS ADMINISTRATIVO 134/2018",CH,1104640.0,2021-01-29,1238.72,GASTOS VARIOS,ENERO,,,
214872,MARTINEZ GONZALEZ BERTHA ALICIA,MAGB770106Q96,JCA332/2018-153004-5,NO APLICA,"DEVOLUCION DE PAGO DE MULTA DE TRANSITO, SEGUN JUICIO CONTENCIOSO ADMINISTRAIVO 332/2018",CH,1104637.0,2021-01-29,4906.85,GASTOS VARIOS,ENERO,,,
214872,LARES DE LA FUENTE MYTZA NEREIDA,LAFM850923QY5,JCA348/2019-153004-11,NO APLICA,"DEVOLUCION Y ACTUALIZACION DE PAGO DE MULTA DE TRANSITO, SEGUN JUICIO CONTENCIOSO ADMINISTRATIVO 348/2019",CH,1104649.0,2021-01-29,6347.19,GASTOS VARIOS,ENERO,,,
214872,LOPEZ GONZALEZ RAYMUNDO,LOGR7805112A0,JCA353/2018-153004-6,NO APLICA,"DEVOLUCION Y ACTAULIZACION DE PAGO DE MULTA DE TRANSITO, SEGUN JUICIO CONTENCIOSOS ADMINISTRATIVO 353/2018",CH,1104638.0,2021-01-29,17748.12,GASTOS VARIOS,ENERO,,,
214872,"RE VI SERVICIOS DE TRASPORTES, S.DE RL DE CV",RVS101220ED8,JCA424/2019-153004-9,NO APLICA,"DEVOLUCION Y ACTUALIZACION DE PAGO DE MULTA DE TRANSITO, SEGUN JUICIO CONTENCIOSO ADMINISTRATIVO 424/2019",CH,1104647.0,2021-01-29,8966.34,GASTOS VARIOS,ENERO,,,
214872,"CASA G2, SA. DE CV.",CGX131031B26,JCA540/2019-153004-2,NO APLICA,"DEVOLUCION Y ACTUALIZACION DE PAGO DE MULTA DE TRANSITO, SEGUN  JUICIO CONTENCIOSO ADMINISTRATIVO 540/2019",CH,1104634.0,2021-01-29,17844.3,GASTOS VARIOS,ENERO,,,
214872,MARTINEZ GONZALEZ BERTHA ALICIA,MAGB770106Q96,JCA716/2019-153004-4,NO APLICA,"DEVOLUCION DE PAGO DE MULTA DE TRANSITO, SEGUN JUICIO CONTENCIOS ADMINISTRATIVO 716/2019",CH,1104636.0,2021-01-29,2323.48,GASTOS VARIOS,ENERO,,,
214872,GONZALEZ BAKER FRANCISCO ANDRES,GOBF8903227N8,JCA833/2018-153004-10,NO APLICA,"DEVOLUCION Y ACTUALIZAICON DE PAGO DE MULTA DE TRANSITO, SEGUN JUICIO CONTENCIOSO ADMINISTRATIVO 833/2018",CH,1104648.0,2021-01-29,5373.33,GASTOS VARIOS,ENERO,,,
214872,ROBLEDO GONZALEZ CALEB,ROGC750901IQ3,JCA923/2016-153004-3,NO APLICA,"DEVOLUCION Y ACTUALIZACION DE PAGO DE MULTA DE TRANSITO, SEGUN JUICIO CONTENCIOSO ADMINISTRATIVO 923/2016",CH,1104635.0,2021-01-29,13434.12,GASTOS VARIOS,ENERO,,,
214873,INSTITUTO DE CONTROL VEHICULAR,ICV051202LD4,153003-1,NO APLICA,"(GXC) PAGO DE REFRENDOS AÑO 2021, VEHICULOS OFICIALES",CH,1104643.0,2021-01-29,3549926.0,GASTOS VARIOS,ENERO,,,
214873,LOZANO LOZANO EDUARDO,LOLE880617RBA,EXP 056/2020-158002-3,NO APLICA,"INDEMNIZACIÓN DE DAÑOS A VEHICULO PARTICULAR POR DEFICIENCIAS EN VÍAS PÚBLICAS EXP056/2020 EL EXPEDIENTE ORIGINAL ESTA EN LA JEFATURA DEL PROCEDIMIENTO ÚNICO DEL RECURSO DE INCONFORMIDAD, DE LA DIR. JURÍDICA, DE LA SRÍA. DE AYUNTAMIENTO, SE ANEXA COPIA SOLO DEL RESOLUTIVO DEL PROCEDIMIENTO",CH,1104642.0,2021-01-29,13898.42,GASTOS VARIOS,ENERO,,,
318568,"SERVICIOS BROXEL, S.A.P.I. DE C.V.",SBR130327HU9,A15853-158003-2,SDH-557-2020,ASIGNACIÓN DE LÍNEA DE TARJETAS ELECTRÓNICAS DEL PROGRAMA TARJETA REGIA PERIODO NOV-DIC 2020,TR,1019197.0,2021-01-29,18294170.4,GASTOS VARIOS,ENERO,,,
320069,"GAS GARZA SADA, S.A. DE C.V.",GGS050210B11,BPGSK 3325-158003-51,SAD-626-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 04 AL 10 DE ENERO 2021.  INCLUYE NC POR $ 3.03 (BPGSY22),TR,1019216.0,2021-01-29,381227.81,GASTOS VARIOS,ENERO,,,
320069,"GAS GARZA SADA, S.A. DE C.V.",GGS050210B11,BPGSK 3328-158003-46,SAD-626-2020,CONSUMO DE GASOLINA DE LA SEMANA DEL 01 AL 03 DE ENERO 2021.,TR,1019216.0,2021-01-29,82238.12,GASTOS VARIOS,ENERO,,,
320069,"GAS GARZA SADA, S.A. DE C.V.",GGS050210B11,BPGSK3339-158003-57,SAD-626-2020,"CONSUMO DE GASOLINA DE LA SEMANA DEL 11 AL 17 DE ENERO 2021, INCLUYE NC POR $ 2.27 ( BPGSY23 )",TR,1019225.0,2021-01-29,446353.2,GASTOS VARIOS,ENERO,,,
